id,family,file,line,column,match,status,evidence_or_reason,source_line,file_sha256
V9-1814,copy,Sailune/SailuneApp.swift,341,24,SailuneActionCopy.acknowledge,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.acknowledge) { planningStore.clearPersistenceError() },7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1815,symbol,Sailune/SailuneApp.swift,382,19,"systemName: ""externaldrive.badge.exclamationmark""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Image(systemName: ""externaldrive.badge.exclamationmark"")",7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1816,copy,Sailune/SailuneApp.swift,385,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""資料庫無法開啟"").font(.title2.bold())",7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1817,copy,Sailune/SailuneApp.swift,386,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""原始資料庫不會被刪除或覆寫。請保留此畫面中的錯誤資訊，以便進行修復。"")",7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1818,surface,Sailune/SailuneApp.swift,397,13,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8))",7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1819,surface,Sailune/SailuneApp.swift,397,25,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8))",7ce22a314eced61a7d92c61634baa347ab0250e679f7b7595eb7a92bb9b2ab03
V9-1820,failure_path,Sailune/SailuneBackupService.swift,193,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1821,failure_path,Sailune/SailuneBackupService.swift,195,96,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,for url in sqliteFamily(for: storeURL) where fm.fileExists(atPath: url.path) { try? fm.removeItem(at: url) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1822,failure_path,Sailune/SailuneBackupService.swift,197,56,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,if fm.fileExists(atPath: coversURL.path) { try? fm.removeItem(at: coversURL) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1823,failure_path,Sailune/SailuneBackupService.swift,198,54,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,if fm.fileExists(atPath: mapsURL.path) { try? fm.removeItem(at: mapsURL) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1824,failure_path,Sailune/SailuneBackupService.swift,199,65,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,if fm.fileExists(atPath: aiConversationsURL.path) { try? fm.removeItem(at: aiConversationsURL) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1825,failure_path,Sailune/SailuneBackupService.swift,201,17,try?,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,"try? fm.moveItem(at: pair.backup, to: pair.original)",9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1826,failure_path,Sailune/SailuneBackupService.swift,203,13,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,try? fm.removeItem(at: rollback),9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1827,failure_path,Sailune/SailuneBackupService.swift,204,13,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,try? fm.removeItem(at: pending),9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1828,failure_path,Sailune/SailuneBackupService.swift,213,17,try?,待共用,備份／還原清理失敗政策待決；不得以靜態命中數取代復位證據。,defer { try? fm.removeItem(at: temporary) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1829,failure_path,Sailune/SailuneBackupService.swift,264,9,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,catch { throw BackupError.invalidArchive(error.localizedDescription) },9701dacb026dee2ef8da942a15dca525085112458e5b81e2874ef1a986d617aa
V9-1830,copy,Sailune/SearchReplaceView.swift,86,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""查找與替換"").font(.headline)",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1831,field,Sailune/SearchReplaceView.swift,91,13,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""查找文字"", text: $query)",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1832,field,Sailune/SearchReplaceView.swift,99,17,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""替換為"", text: $replacement)",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1833,button,Sailune/SearchReplaceView.swift,112,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""上一筆"") { reveal(offset: -1) }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1834,copy,Sailune/SearchReplaceView.swift,112,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""上一筆"") { reveal(offset: -1) }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1835,button,Sailune/SearchReplaceView.swift,113,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""下一筆"") { reveal(offset: 1) }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1836,copy,Sailune/SearchReplaceView.swift,113,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""下一筆"") { reveal(offset: 1) }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1837,button,Sailune/SearchReplaceView.swift,116,21,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""替換"") { replaceCurrent() }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1838,copy,Sailune/SearchReplaceView.swift,116,21,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""替換"") { replaceCurrent() }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1839,button,Sailune/SearchReplaceView.swift,118,21,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""全部替換"") { replaceAll() }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1840,copy,Sailune/SearchReplaceView.swift,118,21,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""全部替換"") { replaceAll() }",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1841,copy,Sailune/SearchReplaceView.swift,124,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""目前：\(currentMatch.section.title)"")",8d161363efa94c3cf09faef3ef2d082c9298fac6a022120c3a1914db42d327f3
V9-1842,surface,Sailune/SharedUI/PlanningActionStyle.swift,18,13,.background(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(prominent ? Color.accentColor : Color.secondary.opacity(0.1), in: RoundedRectangle(cornerRadius: 7))",d470420df7a631508efa875698878f4b9eb85dda8c9bd7e1a8be70f1f556aef3
V9-1843,surface,Sailune/SharedUI/PlanningActionStyle.swift,18,57,Color.secondary.opacity(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(prominent ? Color.accentColor : Color.secondary.opacity(0.1), in: RoundedRectangle(cornerRadius: 7))",d470420df7a631508efa875698878f4b9eb85dda8c9bd7e1a8be70f1f556aef3
V9-1844,surface,Sailune/SharedUI/PlanningActionStyle.swift,19,63,Color.secondary.opacity(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".overlay(RoundedRectangle(cornerRadius: 7).stroke(Color.secondary.opacity(0.22), lineWidth: prominent ? 0 : 1))",d470420df7a631508efa875698878f4b9eb85dda8c9bd7e1a8be70f1f556aef3
V9-1845,surface,Sailune/SharedUI/SailuneUIFoundation.swift,18,48,Color.secondary.opacity(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,private static let secondaryEightPercent = Color.secondary.opacity(0.08),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1846,surface,Sailune/SharedUI/SailuneUIFoundation.swift,22,32,Color.secondary.opacity(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,static let subtleSurface = Color.secondary.opacity(0.06),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1847,surface,Sailune/SharedUI/SailuneUIFoundation.swift,27,35,Color.secondary.opacity(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,static let textEditorBorder = Color.secondary.opacity(0.25),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1848,button,Sailune/SharedUI/SailuneUIFoundation.swift,147,9,Button(,已共用,直接引用或定義共用按鈕元件；實際命中仍依代表畫面驗收。,"Button(role: role, action: action) {",42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1849,button_style,Sailune/SharedUI/SailuneUIFoundation.swift,152,9,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(.plain),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1850,accessibility,Sailune/SharedUI/SailuneUIFoundation.swift,153,9,.help(,已共用,描述由共用文案或按鈕元件提供；仍需 VoiceOver 驗收。,.help(label),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1851,accessibility,Sailune/SharedUI/SailuneUIFoundation.swift,154,9,.accessibilityLabel(,已共用,描述由共用文案或按鈕元件提供；仍需 VoiceOver 驗收。,.accessibilityLabel(Text(label)),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1852,editor,Sailune/SharedUI/SailuneUIFoundation.swift,164,9,TextEditor(,已共用,引用或定義共用多行編輯器；V9.1am 首行安全距仍待 U 核定。,TextEditor(text: $text),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1853,surface,Sailune/SharedUI/SailuneUIFoundation.swift,170,13,.background(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,.background(SailuneTheme.textEditorSurface),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1854,surface,Sailune/SharedUI/SailuneUIFoundation.swift,170,25,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,.background(SailuneTheme.textEditorSurface),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1855,surface,Sailune/SharedUI/SailuneUIFoundation.swift,172,63,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,.overlay(RoundedRectangle(cornerRadius: 8).stroke(SailuneTheme.textEditorBorder)),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1856,editor,Sailune/SharedUI/SailuneUIFoundation.swift,182,9,TextEditor(,已共用,引用或定義共用多行編輯器；V9.1am 首行安全距仍待 U 核定。,TextEditor(text: $text),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1857,surface,Sailune/SharedUI/SailuneUIFoundation.swift,184,63,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,.overlay(RoundedRectangle(cornerRadius: 8).stroke(SailuneTheme.textEditorBorder)),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1858,field,Sailune/SharedUI/SailuneUIFoundation.swift,194,9,TextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"TextField(title, text: $text)",42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1859,symbol,Sailune/SharedUI/SailuneUIFoundation.swift,206,31,SailuneSymbol.search,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.search.systemName),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1860,field,Sailune/SharedUI/SailuneUIFoundation.swift,208,13,TextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"TextField(placeholder, text: $text)",42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1861,symbol,Sailune/SharedUI/SailuneUIFoundation.swift,212,39,SailuneSymbol.clearSearch,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.clearSearch.systemName),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1862,button_style,Sailune/SharedUI/SailuneUIFoundation.swift,215,17,.buttonStyle(,已共用,引用或定義既有共用 ButtonStyle。,.buttonStyle(.plain),42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1863,surface,Sailune/SharedUI/SailuneUIFoundation.swift,219,9,.background(,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.searchFieldSurface, in: RoundedRectangle(cornerRadius: 8))",42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1864,surface,Sailune/SharedUI/SailuneUIFoundation.swift,219,21,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.searchFieldSurface, in: RoundedRectangle(cornerRadius: 8))",42f6e2cb02db140e8244f1032cdeb58b3ead233bd4bb0dc18280ed5c1568e17b
V9-1865,copy,Sailune/SidebarSettingsManagerView.swift,16,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""管理設定集"").font(.headline)",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1866,button,Sailune/SidebarSettingsManagerView.swift,18,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(SailuneActionCopy.done) { dismiss() },68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1867,copy,Sailune/SidebarSettingsManagerView.swift,18,24,SailuneActionCopy.done,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.done) { dismiss() },68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1868,copy,Sailune/SidebarSettingsManagerView.swift,20,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""預設項目也可以隱藏；隱藏只影響側邊欄，不會刪除資料。"")",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1869,symbol,Sailune/SidebarSettingsManagerView.swift,32,77,"systemName: ""chevron.up""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button { move(row, offset: -1) } label: { Image(systemName: ""chevron.up"") }",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1870,button_style,Sailune/SidebarSettingsManagerView.swift,33,33,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1871,symbol,Sailune/SidebarSettingsManagerView.swift,35,76,"systemName: ""chevron.down""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button { move(row, offset: 1) } label: { Image(systemName: ""chevron.down"") }",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1872,button_style,Sailune/SidebarSettingsManagerView.swift,36,33,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1873,button,Sailune/SidebarSettingsManagerView.swift,43,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""重設預設顯示"", action: reset)",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1874,copy,Sailune/SidebarSettingsManagerView.swift,43,17,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""重設預設顯示"", action: reset)",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1875,copy,Sailune/SidebarSettingsManagerView.swift,45,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""可選項目：地點"")",68c8e5c392a6ceae67cc846af158633cf8353922b631d5c85a57f0d07c9e0a73
V9-1876,failure_path,Sailune/StoryTag.swift,791,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1877,failure_path,Sailune/StoryTag.swift,949,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1878,failure_path,Sailune/StoryTag.swift,1045,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1879,failure_path,Sailune/StoryTag.swift,1070,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1880,failure_path,Sailune/StoryTag.swift,1114,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1881,failure_path,Sailune/StoryTag.swift,1144,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1882,failure_path,Sailune/StoryTag.swift,1177,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1883,failure_path,Sailune/StoryTag.swift,1239,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1884,failure_path,Sailune/StoryTag.swift,1264,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1885,failure_path,Sailune/StoryTag.swift,1292,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1886,failure_path,Sailune/StoryTag.swift,1314,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1887,failure_path,Sailune/StoryTag.swift,1328,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1888,failure_path,Sailune/StoryTag.swift,1344,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1889,failure_path,Sailune/StoryTag.swift,1347,13,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,"catch { Self.logger.error(""Reload after save rollback failed: \(String(describing: error), privacy: .private)"") }",74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1890,failure_path,Sailune/StoryTag.swift,1399,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,74ede2875b28ff801a7fbdfff8b35790e2f3aa12ac09f742c3cff1dbbdb82081
V9-1891,field,Sailune/StoryTagViews.swift,38,13,SailuneSearchField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneSearchField(placeholder: ""搜尋標籤"", text: $searchText)",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1892,button_style,Sailune/StoryTagViews.swift,63,37,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1893,button,Sailune/StoryTagViews.swift,68,37,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.delete, role: .destructive) { deleteTarget = tag }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1894,copy,Sailune/StoryTagViews.swift,68,44,SailuneActionCopy.delete,已共用,使用或定義集中操作文案。,"Button(SailuneActionCopy.delete, role: .destructive) { deleteTarget = tag }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1895,button_style,Sailune/StoryTagViews.swift,69,41,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1896,surface,Sailune/StoryTagViews.swift,78,13,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color.workspacePanelBackground),33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1897,dialog,Sailune/StoryTagViews.swift,80,9,.confirmationDialog(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".confirmationDialog(""刪除標籤？"", isPresented: Binding(get: { deleteTarget != nil }, set: { if !$0 { deleteTarget = nil } }), presenting: deleteTarget) { tag in",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1898,button,Sailune/StoryTagViews.swift,81,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.delete, role: .destructive) { delete(tag) }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1899,copy,Sailune/StoryTagViews.swift,81,20,SailuneActionCopy.delete,已共用,使用或定義集中操作文案。,"Button(SailuneActionCopy.delete, role: .destructive) { delete(tag) }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1900,button,Sailune/StoryTagViews.swift,82,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.cancel, role: .cancel) { deleteTarget = nil }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1901,copy,Sailune/StoryTagViews.swift,82,20,SailuneActionCopy.cancel,已共用,使用或定義集中操作文案。,"Button(SailuneActionCopy.cancel, role: .cancel) { deleteTarget = nil }",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1902,copy,Sailune/StoryTagViews.swift,84,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""「\(tag.title.isEmpty ? ""未命名標籤"" : tag.title)」的標籤提示會消失，但正文不會被刪除。"")",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1903,dialog,Sailune/StoryTagViews.swift,86,9,.alert(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".alert(""標籤無法刪除"", isPresented: Binding(get: { errorMessage != nil }, set: { if !$0 { errorMessage = nil } })) {",33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1904,button,Sailune/StoryTagViews.swift,87,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(SailuneActionCopy.acknowledge) { errorMessage = nil },33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1905,copy,Sailune/StoryTagViews.swift,87,20,SailuneActionCopy.acknowledge,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.acknowledge) { errorMessage = nil },33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1906,failure_path,Sailune/StoryTagViews.swift,104,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,33d051e84a1d02fc895ccfcedd31d28105275daa56e7fc9492464a88d3364207
V9-1907,button,Sailune/TechnologyPresets.swift,435,33,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""不選擇"") {",c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca
V9-1908,copy,Sailune/TechnologyPresets.swift,435,33,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""不選擇"") {",c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca
V9-1909,button,Sailune/TechnologyPresets.swift,440,33,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""選擇\(displayedPreset.title)"") {",c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca
V9-1910,copy,Sailune/TechnologyPresets.swift,440,33,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""選擇\(displayedPreset.title)"") {",c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca
V9-1911,button_style,Sailune/TechnologyPresets.swift,444,33,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderedProminent),c9fb60bef8a13a413b4f8f6813384f03a286ab9ebefb37391e0166b1850d3dca
