id,reviewed_status,evidence_and_disposition,work_item,verification_state
V9-1724,合理例外,停止 AI 回應的方形圖標；不同於關閉對話或取消編輯。 目前凍結清單沒有同一語意的第二個呼叫點，不為單一用途新增共用 key；若日後出現同義功能另版本再審。,docs/work-items/v9-frozen-inventory.md,來源語意已核對；實際字形／Light／Dark／VoiceOver 待驗收
V9-1725,待共用,同一純圖標控制同時提供 help 與 accessibility label；需由同一語意描述來源提供兩者並核對 VoiceOver。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1726,待共用,同一純圖標控制同時提供 help 與 accessibility label；需由同一語意描述來源提供兩者並核對 VoiceOver。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1727,待共用,純圖標或 iconOnly 按鈕候選；依凍結位置核對 28 pt 命中、間距、help／accessibility、原 action 及禁用條件。 凍結來源：Button(action: send) {,docs/work-items/v9-frozen-inventory.md,來源按鈕型態已列；實際命中／鍵盤／Light／Dark 待驗收
V9-1728,合理例外,AI 聊天送出箭頭；與列表上移同字形但 action 與輸入語意不同，不併入 V9.1af。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-1729,已共用,V9.1ax 固定重複描述「送出訊息」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-1730,已共用,V9.1ax 固定重複描述「送出訊息」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-1731,待共用,"錯誤或結果 alert 候選；需核對同類標題、詳細訊息、確認按鈕與錯誤出口後決定共用呈現外殼。 凍結來源：.alert(""刪除對話？"", isPresented: Binding(",docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-1732,合理例外,"來源以 SwiftUI 原生 Button 的標題參數承載文字或文字加圖標；保留原生角色／焦點／可用狀態，文案與圖標分別由固定 copy／symbol ID 審核，不為此控制另造相同 Button 外殼。來源：Button(""刪除對話"", role: .destructive) {",docs/work-items/v9-frozen-inventory.md,來源原生標題按鈕已核對；位置／實際 hit-test／鍵盤與 Light／Dark 待驗收
V9-1733,合理例外,目前固定清單中僅此處使用的領域文案「刪除對話」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1734,合理例外,"原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel, role: .cancel) {",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1735,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1736,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1737,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1738,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-1739,待共用,原生 .plain 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-1740,已共用,V9.1ax 固定重複描述「新增對話」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-1741,已共用,V9.1ax 固定重複描述「新增對話」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-1742,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-1743,待共用,原生 .plain 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-1744,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-1745,待共用,原生 .plain 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-1746,待共用,同一純圖標控制同時提供 help 與 accessibility label；需由同一語意描述來源提供兩者並核對 VoiceOver。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1747,待共用,同一純圖標控制同時提供 help 與 accessibility label；需由同一語意描述來源提供兩者並核對 VoiceOver。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1748,合理例外,"AI 訊息的系統 quaternary 或依發話角色變色之氣泡，不能與一般內容卡共用單色。 來源：.background(.quaternary, in: RoundedRectangle(cornerRadius: 6))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1749,合理例外,AI 訊息的系統 quaternary 或依發話角色變色之氣泡，不能與一般內容卡共用單色。 來源：.background(,docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1750,合理例外,"AI 訊息的系統 quaternary 或依發話角色變色之氣泡，不能與一般內容卡共用單色。 來源：message.role == .user ? Color.accentColor.opacity(0.12) : Color.secondary.opacity(0.08),",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1751,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1752,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1753,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1754,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel) { showingReadingRange = false },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1755,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1756,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""加入範圍"") {",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1757,合理例外,目前固定清單中僅此處使用的領域文案「加入範圍」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1758,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1759,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1760,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel) { showingSettingAnalysis = false },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1761,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1762,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""開始分析"") { runSettingAnalysis() }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1763,合理例外,目前固定清單中僅此處使用的領域文案「開始分析」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1764,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1765,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1766,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel) { showingCharacterComparison = false },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1767,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1768,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""開始比較"") { runCharacterComparison() }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1769,合理例外,目前固定清單中僅此處使用的領域文案「開始比較」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1770,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel) { showingCharacterTemplate = false },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1771,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1772,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""套用"") {",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1773,合理例外,目前固定清單中僅此處使用的領域文案「套用」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1774,合理例外,"catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：canSave = false errorMessage = ""無法讀取 AI 對話：\(error.localizedDescription)""",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1775,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：errorMessage = error.localizedDescription return false,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1776,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：guard self.preparationID == preparationID else { return false } self.preparationID = nil isLoading = false errorMessage = error.localizedDescription return false,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1777,合理例外,"catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：guard let self, !Task.isCancelled, self.selectedConversationID == conversationID else { return } self.errorMessage = error.localizedDescription self.isLoading = false self.requestTask = nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1778,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：errorMessage = error.localizedDescription return false,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1779,合理例外,"catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：guard let self, !Task.isCancelled, self.selectedConversationID == conversationID else { return } self.errorMessage = error.localizedDescription self.isLoading = false self.requestTask = nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1780,合理例外,"catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：errorMessage = ""無法儲存 AI 對話：\(error.localizedDescription)"" return false",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1781,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：aiResponseDecodeLogger.error(""Backend response decode failed: \(error.localizedDescription, privacy: .private)"") reply = nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1782,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：if #available(macOS 27.0, *), let modelError = error as? LanguageModelError, case .contextSizeExceeded = modelError { throw SailuneAIClientError.contextTooLong } if let modelError = error as? LanguageModelSession.GenerationError, case .exceededContextWindowSize = modelError { throw SailuneAIClientEr",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1783,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：aiResponseDecodeLogger.error(""Gemini interaction decode failed: \(error.localizedDescription, privacy: .private)"") return nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1784,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：aiResponseDecodeLogger.error(""Gemini model output decode failed: \(error.localizedDescription, privacy: .private)"") return nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1785,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：startupState = .failed(error.localizedDescription),docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1786,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""資料目錄建立失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1787,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""備份還原失敗，原資料回復狀態未確認"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1788,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""舊資料庫載入失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1789,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""V5 主資料庫載入失敗（Sailune-v5.store）"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1790,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""舊資料匯入 V5 失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1791,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""書籍懸空資料修復失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1792,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""V5 舊組織資料清理失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1793,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""V5 設定集與勢力資料庫載入失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1794,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""心理資料轉換失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1795,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""物品舊歷史轉換失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1796,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""物品等級資料修復失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1797,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""獨立物品副本或當下等級資料庫載入失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1798,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""初始寫作結構補齊失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1799,合理例外,"領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：} catch { throw StartupStageError(stage: ""能力進度資料庫載入失敗"", underlying: error) }",docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1800,合理例外,"領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：} catch { throw StartupStageError(stage: ""故事規劃資料庫載入失敗"", underlying: error) }",docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1801,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""V5 舊組織規劃資料清理失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1802,合理例外,"catch 明確向上拋出領域／原錯誤，保留呼叫端決策；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：throw StartupStageError(stage: ""V5 勢力跨資料庫連結修復失敗"", underlying: error)",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1803,合理例外,"領域錯誤／結果標題與狀態綁定由原畫面提供，確認按鈕已讀取 SailuneActionCopy.acknowledge，系統 .alert 提供共同呈現；保留領域內容與原 action。凍結來源：.alert(""物品副本無法儲存"", isPresented: persistenceErrorBinding) {",docs/work-items/v9-frozen-inventory.md,來源確認共用確認文案；實際錯誤呈現與鍵盤／VoiceOver 待驗收
V9-1804,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge) { copyStore.clearPersistenceError() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1805,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1806,合理例外,"領域錯誤／結果標題與狀態綁定由原畫面提供，確認按鈕已讀取 SailuneActionCopy.acknowledge，系統 .alert 提供共同呈現；保留領域內容與原 action。凍結來源：.alert(""設定集無法儲存"", isPresented: settingsPersistenceErrorBinding) {",docs/work-items/v9-frozen-inventory.md,來源確認共用確認文案；實際錯誤呈現與鍵盤／VoiceOver 待驗收
V9-1807,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge) { settingsStore.clearPersistenceError() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1808,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1809,合理例外,"領域錯誤／結果標題與狀態綁定由原畫面提供，確認按鈕已讀取 SailuneActionCopy.acknowledge，系統 .alert 提供共同呈現；保留領域內容與原 action。凍結來源：.alert(""能力資料無法儲存"", isPresented: abilityPersistenceErrorBinding) {",docs/work-items/v9-frozen-inventory.md,來源確認共用確認文案；實際錯誤呈現與鍵盤／VoiceOver 待驗收
V9-1810,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge) { abilityStore.clearPersistenceError() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1811,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1812,合理例外,"領域錯誤／結果標題與狀態綁定由原畫面提供，確認按鈕已讀取 SailuneActionCopy.acknowledge，系統 .alert 提供共同呈現；保留領域內容與原 action。凍結來源：.alert(""故事規劃無法儲存"", isPresented: planningPersistenceErrorBinding) {",docs/work-items/v9-frozen-inventory.md,來源確認共用確認文案；實際錯誤呈現與鍵盤／VoiceOver 待驗收
V9-1813,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge) { planningStore.clearPersistenceError() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1814,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1815,合理例外,此處表示領域資料類型、靜態狀態或專用空狀態；未證實是跨畫面的相同操作，保留具名語境而不與同字形操作混用。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-1816,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1817,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1818,合理例外,"啟動失敗的診斷內容區底色，與首頁操作卡／AI 氣泡不同；同一表達式產生兩個 regex ID。 來源：.background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1819,合理例外,"啟動失敗的診斷內容區底色，與首頁操作卡／AI 氣泡不同；同一表達式產生兩個 regex ID。 來源：.background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1820,合理例外,V9.2g 只核定還原失敗文字；此 catch 在盡力清理／搬回後重新拋出原錯誤，但 rollback 不完整可能留下原檔未復位，政策明確留待另議。不得把此分類寫成已驗證還原安全。,docs/work-items/v9.2g-backup-restore-rollback.md,使用者明確延後 rollback 政策；故障注入／資料復位尚未驗收
